OPTIM_ID,STEP_ID,PARTICLE_ID,SAMPLE_ID,COST_VALUE
0,0,0,0,0.200785
0,0,0,1,0.29401
0,0,0,2,0.227181
0,0,0,3,0.28802
0,0,0,4,0.249573
0,0,0,5,0.212358
0,0,0,6,0.234241
0,0,0,7,0.221954
0,0,0,8,0.230334
0,0,0,9,0.189877
0,0,1,0,0.530286
0,0,1,1,0.543639
0,0,1,2,0.571808
0,0,1,3,0.541537
0,0,1,4,0.561917
0,0,1,5,0.586261
0,0,1,6,0.584414
0,0,1,7,0.58187
0,0,1,8,0.52079
0,0,1,9,0.58993
0,0,2,0,0.110061
0,0,2,1,0.216421
0,0,2,2,0.276062
0,0,2,3,0.171252
0,0,2,4,0.211126
0,0,2,5,0.263269
0,0,2,6,0.204716
0,0,2,7,0.244464
0,0,2,8,0.228692
0,0,2,9,0.18867
0,0,3,0,0.551331
0,0,3,1,0.596722
0,0,3,2,0.535482
0,0,3,3,0.584127
0,0,3,4,0.59893
0,0,3,5,0.567933
0,0,3,6,0.597552
0,0,3,7,0.59934
0,0,3,8,0.574829
0,0,3,9,0.576276
0,0,4,0,0.283956
0,0,4,1,0.211596
0,0,4,2,0.26422
0,0,4,3,0.265142
0,0,4,4,0.232681
0,0,4,5,0.308097
0,0,4,6,0.251252
0,0,4,7,0.275212
0,0,4,8,0.259964
0,0,4,9,0.265288
0,0,5,0,0.260523
0,0,5,1,0.29268
0,0,5,2,0.304727
0,0,5,3,0.29733
0,0,5,4,0.299573
0,0,5,5,0.207302
0,0,5,6,0.253016
0,0,5,7,0.239797
0,0,5,8,0.262563
0,0,5,9,0.260536
0,0,6,0,0.405927
0,0,6,1,0.458777
0,0,6,2,0.448797
0,0,6,3,0.4386
0,0,6,4,0.448026
0,0,6,5,0.444169
0,0,6,6,0.450388
0,0,6,7,0.487047
0,0,6,8,0.421685
0,0,6,9,0.492211
0,0,7,0,0.361357
0,0,7,1,0.338421
0,0,7,2,0.314002
0,0,7,3,0.369749
0,0,7,4,0.378795
0,0,7,5,0.36245
0,0,7,6,0.383807
0,0,7,7,0.397544
0,0,7,8,0.419326
0,0,7,9,0.37674
0,0,8,0,0.275612
0,0,8,1,0.269456
0,0,8,2,0.317876
0,0,8,3,0.282115
0,0,8,4,0.280845
0,0,8,5,0.270531
0,0,8,6,0.271832
0,0,8,7,0.269114
0,0,8,8,0.260171
0,0,8,9,0.287085
0,0,9,0,0.371565
