OPTIM_ID,STEP_ID,PARTICLE_ID,SAMPLE_ID,COST_VALUE
0,0,0,0,0.0380451
0,0,0,1,0.124999
0,0,0,2,0.102882
0,0,0,3,0.048858
0,0,0,4,0.0933379
0,0,0,5,0.127825
0,0,0,6,0.0469207
0,0,0,7,0.142502
0,0,0,8,0.102641
0,0,0,9,0.0288959
0,0,1,0,0.13473
0,0,1,1,0.115282
0,0,1,2,0.0974992
0,0,1,3,0.158136
0,0,1,4,0.133741
0,0,1,5,0.101327
0,0,1,6,0.139889
0,0,1,7,0.123883
0,0,1,8,0.152475
0,0,1,9,0.116055
0,0,2,0,0.0674277
0,0,2,1,0.0643722
0,0,2,2,0.0700351
0,0,2,3,0.111146
0,0,2,4,0.0974224
0,0,2,5,0.0891486
0,0,2,6,0.0617739
0,0,2,7,0.0576725
0,0,2,8,0.0483443
0,0,2,9,0.0478844
0,0,3,0,0.184969
0,0,3,1,0.156079
0,0,3,2,0.167165
0,0,3,3,0.135424
0,0,3,4,0.170213
0,0,3,5,0.112248
0,0,3,6,0.143369
0,0,3,7,0.124009
0,0,3,8,0.180597
0,0,3,9,0.105292
0,0,4,0,0.0594939
0,0,4,1,0.0588837
0,0,4,2,0.0742967
0,0,4,3,0.0946996
0,0,4,4,0.0906441
0,0,4,5,0.091366
0,0,4,6,0.0283096
0,0,4,7,0.0703469
0,0,4,8,0.0878975
0,0,4,9,0.0719991
0,0,5,0,0.111724
0,0,5,1,0.134732
0,0,5,2,0.129773
0,0,5,3,0.159327
0,0,5,4,0.12565
0,0,5,5,0.157697
0,0,5,6,0.133597
0,0,5,7,0.114163
0,0,5,8,0.0944565
0,0,5,9,0.141941
0,0,6,0,0.12485
0,0,6,1,0.125795
0,0,6,2,0.14147
0,0,6,3,0.106402
0,0,6,4,0.115433
0,0,6,5,0.162863
0,0,6,6,0.172439
0,0,6,7,0.0954598
0,0,6,8,0.125784
0,0,6,9,0.0977508
0,0,7,0,0.111537
0,0,7,1,0.125655
0,0,7,2,0.101449
0,0,7,3,0.119138
0,0,7,4,0.115527
0,0,7,5,0.108106
0,0,7,6,0.12688
0,0,7,7,0.112519
0,0,7,8,0.103286
0,0,7,9,0.14438
0,0,8,0,0.0939874
0,0,8,1,0.11734
0,0,8,2,0.0706633
0,0,8,3,0.104199
0,0,8,4,0.0787439
0,0,8,5,0.0372634
0,0,8,6,0.101432
0,0,8,7,0.0859743
0,0,8,8,0.102247
0,0,8,9,0.107123
0,0,9,0,0.0924253
0,0,9,1,0.0543224
0,0,9,2,0.115515
0,0,9,3,0.0966537
0,0,9,4,0.0748986
0,0,9,5,0.0705215
0,0,9,6,0.0887957
0,0,9,7,0.0624015
0,0,9,8,0.101791
0,0,9,9,0.0180528
0,0,10,0,0.135782
0,0,10,1,0.0660897
0,0,10,2,0.119655
0,0,10,3,0.124137
0,0,10,4,0.147197
0,0,10,5,0.0709201
0,0,10,6,0.154019
0,0,10,7,0.107616
0,0,10,8,0.121469
0,0,10,9,0.157562
0,0,11,0,0.0820237
0,0,11,1,0.135158
0,0,11,2,0.115079
0,0,11,3,0.169612
0,0,11,4,0.177088
0,0,11,5,0.123184
0,0,11,6,0.127997
0,0,11,7,0.165876
0,0,11,8,0.138509
0,0,11,9,0.109599
0,0,12,0,0.119893
0,0,12,1,0.122403
0,0,12,2,0.119093
0,0,12,3,0.0776211
0,0,12,4,0.122074
0,0,12,5,0.0833921
0,0,12,6,0.0925635
0,0,12,7,0.168899
0,0,12,8,0.114959
0,0,12,9,0.116985
0,0,13,0,0.115824
0,0,13,1,0.161606
0,0,13,2,0.117682
0,0,13,3,0.124867
0,0,13,4,0.107131
0,0,13,5,0.134422
0,0,13,6,0.10931
0,0,13,7,0.113928
0,0,13,8,0.114789
0,0,13,9,0.186365
