"SAMPLE_ID","PAR_NAME","PAR_INDEX","PAR_VALUE"
16,"vac_dist",0,0.173948
16,"vac_dist",1,0.60495
16,"vac_dist",2,0.0676187
16,"vac_dist",3,0.153483
16,"vac_identifiable",0,0
16,"vac_protect_duration",0,96
16,"vac_rate",0,55484
17,"vac_dist",0,0.304678
17,"vac_dist",1,0.436864
17,"vac_dist",2,0.00563954
17,"vac_dist",3,0.252819
17,"vac_identifiable",0,0
17,"vac_protect_duration",0,96
17,"vac_rate",0,55484
18,"vac_dist",0,0.239179
18,"vac_dist",1,0.439164
18,"vac_dist",2,0.00180345
18,"vac_dist",3,0.319854
18,"vac_identifiable",0,0
18,"vac_protect_duration",0,96
18,"vac_rate",0,55484
19,"vac_dist",0,0.302009
19,"vac_dist",1,0.619421
19,"vac_dist",2,0.0225905
19,"vac_dist",3,0.0559791
19,"vac_identifiable",0,0
19,"vac_protect_duration",0,96
19,"vac_rate",0,55484
20,"vac_dist",0,0.358456
20,"vac_dist",1,0.392937
20,"vac_dist",2,0.0222455
20,"vac_dist",3,0.226361
20,"vac_identifiable",0,0
20,"vac_protect_duration",0,96
20,"vac_rate",0,55484
21,"vac_dist",0,0.0914513
21,"vac_dist",1,0.658461
21,"vac_dist",2,0.0173436
21,"vac_dist",3,0.232744
21,"vac_identifiable",0,0
21,"vac_protect_duration",0,96
21,"vac_rate",0,55484
22,"vac_dist",0,0.230039
22,"vac_dist",1,0.570851
22,"vac_dist",2,0.0744899
22,"vac_dist",3,0.12462
22,"vac_identifiable",0,0
22,"vac_protect_duration",0,96
22,"vac_rate",0,55484
23,"vac_dist",0,0.321249
23,"vac_dist",1,0.448388
23,"vac_dist",2,0.0576672
23,"vac_dist",3,0.172696
23,"vac_identifiable",0,0
23,"vac_protect_duration",0,96
23,"vac_rate",0,55484
24,"vac_dist",0,0.253903
24,"vac_dist",1,0.542714
24,"vac_dist",2,0.00505635
24,"vac_dist",3,0.198327
24,"vac_identifiable",0,0
24,"vac_protect_duration",0,96
24,"vac_rate",0,55484
25,"vac_dist",0,0.240691
25,"vac_dist",1,0.487273
25,"vac_dist",2,0.00845718
25,"vac_dist",3,0.263578
25,"vac_identifiable",0,0
25,"vac_protect_duration",0,96
25,"vac_rate",0,55484
26,"vac_dist",0,0.234981
26,"vac_dist",1,0.601264
26,"vac_dist",2,0.00463804
26,"vac_dist",3,0.159117
26,"vac_identifiable",0,0
26,"vac_protect_duration",0,96
26,"vac_rate",0,55484
27,"vac_dist",0,0.147176
27,"vac_dist",1,0.67559
27,"vac_dist",2,0.0134923
27,"vac_dist",3,0.163742
27,"vac_identifiable",0,0
27,"vac_protect_duration",0,96
27,"vac_rate",0,55484
28,"vac_dist",0,0.220258
28,"vac_dist",1,0.44627
28,"vac_dist",2,0.0502852
28,"vac_dist",3,0.283187
28,"vac_identifiable",0,0
28,"vac_protect_duration",0,96
28,"vac_rate",0,55484
29,"vac_dist",0,0.271269
29,"vac_dist",1,0.469528
29,"vac_dist",2,0.0606429
29,"vac_dist",3,0.19856
29,"vac_identifiable",0,0
29,"vac_protect_duration",0,96
29,"vac_rate",0,55484
30,"vac_dist",0,0.085127
30,"vac_dist",1,0.742538
30,"vac_dist",2,0.00675362
30,"vac_dist",3,0.165582
30,"vac_identifiable",0,0
30,"vac_protect_duration",0,96
30,"vac_rate",0,55484
31,"vac_dist",0,0.353699
31,"vac_dist",1,0.427576
31,"vac_dist",2,0.0168617
31,"vac_dist",3,0.201863
31,"vac_identifiable",0,0
31,"vac_protect_duration",0,96
31,"vac_rate",0,55484
32,"vac_dist",0,0.140875
32,"vac_dist",1,0.478978
32,"vac_dist",2,0.0148954
32,"vac_dist",3,0.365252
32,"vac_identifiable",0,0
32,"vac_protect_duration",0,96
32,"vac_rate",0,55484
33,"vac_dist",0,0.173357
33,"vac_dist",1,0.550963
33,"vac_dist",2,0.0103893
33,"vac_dist",3,0.265291
33,"vac_identifiable",0,0
33,"vac_protect_duration",0,96
33,"vac_rate",0,55484
34,"vac_dist",0,0.304279
34,"vac_dist",1,0.428751
34,"vac_dist",2,0.0493342
34,"vac_dist",3,0.217636
34,"vac_identifiable",0,0
34,"vac_protect_duration",0,96
34,"vac_rate",0,55484
35,"vac_dist",0,0.222238
35,"vac_dist",1,0.523112
35,"vac_dist",2,0.000304634
35,"vac_dist",3,0.254345
35,"vac_identifiable",0,0
35,"vac_protect_duration",0,96
35,"vac_rate",0,55484
36,"vac_dist",0,0.32472
36,"vac_dist",1,0.252117
36,"vac_dist",2,0.026556
36,"vac_dist",3,0.396606
36,"vac_identifiable",0,0
36,"vac_protect_duration",0,96
36,"vac_rate",0,55484
37,"vac_dist",0,0.217137
37,"vac_dist",1,0.612485
37,"vac_dist",2,0.00765379
37,"vac_dist",3,0.162724
37,"vac_identifiable",0,0
37,"vac_protect_duration",0,96
37,"vac_rate",0,55484
38,"vac_dist",0,0.188698
38,"vac_dist",1,0.522091
38,"vac_dist",2,0.0385963
38,"vac_dist",3,0.250615
38,"vac_identifiable",0,0
38,"vac_protect_duration",0,96
38,"vac_rate",0,55484
39,"vac_dist",0,0.146578
39,"vac_dist",1,0.542393
39,"vac_dist",2,0.104469
39,"vac_dist",3,0.20656
39,"vac_identifiable",0,0
39,"vac_protect_duration",0,96
39,"vac_rate",0,55484
40,"vac_dist",0,0.18636
40,"vac_dist",1,0.476798
40,"vac_dist",2,0.0793009
40,"vac_dist",3,0.257541
40,"vac_identifiable",0,0
40,"vac_protect_duration",0,96
40,"vac_rate",0,55484
41,"vac_dist",0,0.240521
41,"vac_dist",1,0.434464
41,"vac_dist",2,0.0127525
41,"vac_dist",3,0.312262
41,"vac_identifiable",0,0
41,"vac_protect_duration",0,96
41,"vac_rate",0,55484
42,"vac_dist",0,0.136878
42,"vac_dist",1,0.572964
42,"vac_dist",2,0.0300924
42,"vac_dist",3,0.260066
42,"vac_identifiable",0,0
42,"vac_protect_duration",0,96
42,"vac_rate",0,55484
43,"vac_dist",0,0.263012
43,"vac_dist",1,0.55522
43,"vac_dist",2,0.0455312
43,"vac_dist",3,0.136236
43,"vac_identifiable",0,0
43,"vac_protect_duration",0,96
43,"vac_rate",0,55484
44,"vac_dist",0,0.231442
44,"vac_dist",1,0.572286
44,"vac_dist",2,0.0713432
44,"vac_dist",3,0.124929
44,"vac_identifiable",0,0
44,"vac_protect_duration",0,96
44,"vac_rate",0,55484
45,"vac_dist",0,0.292029
45,"vac_dist",1,0.601079
45,"vac_dist",2,0.0263318
45,"vac_dist",3,0.0805605
45,"vac_identifiable",0,0
45,"vac_protect_duration",0,96
45,"vac_rate",0,55484
46,"vac_dist",0,0.131376
46,"vac_dist",1,0.59833
46,"vac_dist",2,0.0578818
46,"vac_dist",3,0.212412
46,"vac_identifiable",0,0
46,"vac_protect_duration",0,96
46,"vac_rate",0,55484
47,"vac_dist",0,0.126463
47,"vac_dist",1,0.590602
47,"vac_dist",2,0.0695434
47,"vac_dist",3,0.213392
47,"vac_identifiable",0,0
47,"vac_protect_duration",0,96
47,"vac_rate",0,55484
