"SAMPLE_ID","REP_ID","ISLAND_ID","TOTAL_VAC_TIME","TOTAL_INF_AVERTED","EFFECTIVENESS"
0,0,-1,1681,664301.9347328,0.398350635486264
0,0,0,1681,68468.957709,0.295902852171362
0,0,1,1681,430579.3313451,0.34413803933615
0,0,2,1681,10807.650085,0.647484308121926
0,0,3,1681,154445.9955937,0.917315381030824
0,1,-1,1681,704978.721732954,0.426835836291362
0,1,0,1681,36942.8672923736,0.196141027448502
0,1,1,1681,495679.7780883,0.389984300114173
0,1,2,1681,17072.44477152,0.6315404138678
0,1,3,1681,155283.63158076,0.939788403581188
0,2,-1,1681,751629.312317692,0.44021253957228
0,2,0,1681,64176.4338399377,0.295853109997359
0,2,1,1681,522998.998485034,0.398898687189098
0,2,2,1681,10821.5230429,0.629466938231983
0,2,3,1681,153632.35694982,0.947150257678314
0,3,-1,1681,792762.56305127,0.458820123427908
0,3,0,1681,70399.6840355,0.31613451584336
0,3,1,1681,561001.49388156,0.424101076172081
0,3,2,1681,12917.5678612,0.641414848066714
0,3,3,1681,148443.81727301,0.915195167329842
0,4,-1,1681,717152.117485749,0.422408934720656
0,4,0,1681,70531.00359002,0.293469703348002
0,4,1,1681,487189.35623444,0.381160143673685
0,4,2,1681,7358.02400049,0.631732874238691
0,4,3,1681,152073.733660799,0.907306036699156
0,5,-1,1681,664685.33769745,0.403087625969506
0,5,0,1681,59317.4192994,0.273533572025799
0,5,1,1681,450386.7560352,0.356918902822836
0,5,2,1681,10001.1109579,0.559714604007011
0,5,3,1681,144980.05140495,0.95139879857464
0,6,-1,1681,710219.53182506,0.436588267057766
0,6,0,1681,33188.9590276,0.17466223073978
0,6,1,1681,509521.9845244,0.408500983840346
0,6,2,1681,17653.4067974,0.635590718251979
0,6,3,1681,149855.18147566,0.926980801333554
0,7,-1,1681,628855.585406508,0.400988009436568
0,7,0,1681,37800.717495043,0.183980484669928
0,7,1,1681,434162.30606155,0.367392509936696
0,7,2,1681,8937.33581836,0.513415721311988
0,7,3,1681,147955.226031555,0.904053720656443
0,8,-1,1681,701639.579722356,0.418995562979116
0,8,0,1681,70333.6865837554,0.319423357312197
0,8,1,1681,456496.0045961,0.361895616041972
0,8,2,1681,17699.0490321,0.661810995099755
0,8,3,1681,157110.8395104,0.945085175265984
0,9,-1,1681,722315.98556051,0.463810752502816
0,9,0,1681,40532.3251855,0.202865701723134
0,9,1,1681,518869.1653742,0.441038230056994
0,9,2,1681,13816.0782179,0.643325902792041
0,9,3,1681,149098.41678291,0.934178592338498
0,10,-1,1681,643727.99531844,0.400412833958983
0,10,0,1681,42867.8446608,0.218700276306261
0,10,1,1681,445476.9206645,0.361352059839188
0,10,2,1681,10304.48135004,0.541353390235091
0,10,3,1681,145078.7486431,0.907829195939184
