"SAMPLE_ID","REP_ID","ISLAND_ID","TOTAL_VAC_TIME","TOTAL_INF_AVERTED","EFFECTIVENESS"
0,0,-1,1681,449267.19795065,0.262330193627934
0,0,0,1681,154325.177848,0.760281770558404
0,0,1,1681,181062.39584051,0.137489652870562
0,0,2,1681,24660.17010274,0.939225484386872
0,0,3,1681,89219.4541594,0.536028459256373
0,1,-1,1681,429786.17676625,0.263443052367132
0,1,0,1681,175634.235337,0.793307750428012
0,1,1,1681,154034.0590783,0.125610232137624
0,1,2,1681,17232.06453448,0.943652437903691
0,1,3,1681,82885.81781647,0.500887576697604
0,2,-1,1681,394458.92962623,0.236370604262182
0,2,0,1681,180978.441562,0.815852221635715
0,2,1,1681,116841.61818541,0.0931748126660431
0,2,2,1681,19377.1207284,0.952322246127741
0,2,3,1681,77261.74915042,0.447540135351586
0,3,-1,1681,411401.18069563,0.251601488950924
0,3,0,1681,158957.188602,0.840125642472885
0,3,1,1681,145824.148376,0.11610552718619
0,3,2,1681,23138.7169645,0.94822350943211
0,3,3,1681,83481.12675313,0.504236797964736
0,4,-1,1681,382660.60360248,0.237926761477225
0,4,0,1681,151391.889885,0.702219699870715
0,4,1,1681,117413.50301719,0.0965487275727218
0,4,2,1681,19693.46093879,0.942627974502015
0,4,3,1681,94161.7497615,0.604671383402182
0,5,-1,1681,419162.79519238,0.245551729874221
0,5,0,1681,155540.23706096,0.678952603306195
0,5,1,1681,166735.145575,0.128024666731911
0,5,2,1681,14367.04425374,0.91643764325011
0,5,3,1681,82520.36830268,0.516102299892061
0,6,-1,1681,430918.53163913,0.262557102120174
0,6,0,1681,143963.113909,0.74959516779314
0,6,1,1681,176563.36398614,0.13983391289128
0,6,2,1681,23183.44044599,0.944894560035649
0,6,3,1681,87208.613298,0.53838263296074
0,7,-1,1681,451683.871817957,0.259440825562513
0,7,0,1681,143916.8498408,0.658745442645425
0,7,1,1681,206945.851103248,0.155054999684365
0,7,2,1681,19684.155860809,0.932766822120681
0,7,3,1681,81137.0150131,0.486564409459865
0,8,-1,1681,449749.392882926,0.270466165675012
0,8,0,1681,154880.7508796,0.710663704550768
0,8,1,1681,191523.388249946,0.151420739216183
0,8,2,1681,13885.79110146,0.943064884835824
0,8,3,1681,89459.46265192,0.540989407791436
0,9,-1,1681,366621.74665198,0.224954810058246
0,9,0,1681,161748.546728,0.780792904746827
0,9,1,1681,103373.35583295,0.0835624824548532
0,9,2,1681,18619.33178403,0.946776285668928
0,9,3,1681,82880.512307,0.499721599311228
0,10,-1,1681,411284.13149771,0.265332558907992
0,10,0,1681,174308.655509,0.762886199807088
0,10,1,1681,139698.2075349,0.122841445572875
0,10,2,1681,13254.77217561,0.936970364111881
0,10,3,1681,84022.4962782,0.493627407670909
0,11,-1,1681,389197.68466158,0.236910409078291
0,11,0,1681,157203.891246,0.721041334620712
0,11,1,1681,118414.23329658,0.0960668120057841
0,11,2,1681,25243.497841,0.942297179170339
0,11,3,1681,88336.062278,0.534175890216531
0,12,-1,1681,426520.6617064,0.257608457775298
0,12,0,1681,158000.480813,0.766802804388302
0,12,1,1681,162871.2121387,0.12784325479184
0,12,2,1681,22730.8242729,0.944023287703319
0,12,3,1681,82918.1444818,0.547052889031031
0,13,-1,1681,377374.57465776,0.223338971712645
0,13,0,1681,146561.9678858,0.737692790300412
0,13,1,1681,118030.307245,0.0902637132798549
0,13,2,1681,22905.40123656,0.942931090130028
0,13,3,1681,89876.8982904,0.56487259455634
0,14,-1,1681,448393.1588773,0.260783449603104
0,14,0,1681,152107.689216,0.682075040093425
0,14,1,1681,202451.9515752,0.153803814926558
0,14,2,1681,14591.9879481,0.921650307956011
0,14,3,1681,79241.530138,0.482390647171415
0,15,-1,1681,336410.1070287,0.211665011906569
0,15,0,1681,150686.83986,0.793229065368305
0,15,1,1681,74538.2054917,0.0616694725008184
0,15,2,1681,28300.539807,0.92939301485212
0,15,3,1681,82884.52187,0.517181612115295
0,16,-1,1681,411284.13149771,0.265332558907992
0,16,0,1681,174308.655509,0.762886199807088
0,16,1,1681,139698.2075349,0.122841445572875
0,16,2,1681,13254.77217561,0.936970364111881
0,16,3,1681,84022.4962782,0.493627407670909
0,17,-1,1681,408765.79488113,0.238823729549133
0,17,0,1681,143145.6908215,0.634160944399076
0,17,1,1681,168648.9941075,0.128126298531979
0,17,2,1681,15874.20748023,0.927567771936422
0,17,3,1681,81096.9024719,0.531888838717445
0,18,-1,1681,425033.887284137,0.245737864659395
0,18,0,1681,147974.10157153,0.649417248839926
0,18,1,1681,180500.745598,0.136441140622742
0,18,2,1681,12556.5242984068,0.928739614682852
0,18,3,1681,84002.5158162,0.508101783966939
0,19,-1,1681,481686.09389107,0.295169572048941
0,19,0,1681,159183.10585,0.8092929803567
0,19,1,1681,205559.9256254,0.164499611381131
0,19,2,1681,25787.19578667,0.945028428024375
0,19,3,1681,91155.866629,0.575815033489022
0,20,-1,1681,483730.781925,0.28042297354118
0,20,0,1681,195576.193657,0.774955547549155
0,20,1,1681,188492.8937801,0.146436925020161
0,20,2,1681,21570.6113653,0.949717020320489
0,20,3,1681,78091.0831226,0.479894643088078
0,21,-1,1681,337284.24277773,0.204467181139579
0,21,0,1681,154484.939174,0.795800975908762
0,21,1,1681,74595.94205624,0.0586390576933508
0,21,2,1681,23444.31000549,0.957064871794377
0,21,3,1681,84759.051542,0.533629977977324
0,22,-1,1681,408165.93471034,0.262900306960937
0,22,0,1681,162136.647992,0.741884977951252
0,22,1,1681,144832.51765736,0.125374434588821
0,22,2,1681,22017.61666418,0.942560505104271
0,22,3,1681,79179.1523968,0.509373393555148
0,23,-1,1681,416468.73651174,0.25805057204412
0,23,0,1681,143256.017035,0.773329619637481
0,23,1,1681,168886.93128594,0.135395786322118
0,23,2,1681,25770.5310168,0.946525323741729
0,23,3,1681,78555.257174,0.509854087090215
0,24,-1,1681,447034.594911506,0.264518685227539
0,24,0,1681,147995.3526245,0.660092826035532
0,24,1,1681,204919.302849556,0.158797663865495
0,24,2,1681,12247.54815945,0.926454034251773
0,24,3,1681,81872.391278,0.504992247377219
0,25,-1,1681,380638.8295633,0.22775940400974
0,25,0,1681,167682.0401583,0.710563932230162
0,25,1,1681,120154.7364269,0.0954163580497186
0,25,2,1681,13984.0419461,0.934413818197588
0,25,3,1681,78818.011032,0.489509094142749
0,26,-1,1681,469586.230822559,0.276506650081154
0,26,0,1681,128319.3308575,0.632223183759332
0,26,1,1681,240037.74351601,0.183762061580303
0,26,2,1681,20615.339061991,0.936746839108086
0,26,3,1681,80613.817387058,0.482523472988288
0,27,-1,1681,361935.392003926,0.227803586364484
0,27,0,1681,124831.63765506,0.64052955346239
0,27,1,1681,133341.171437279,0.111236982472797
0,27,2,1681,23370.8110010769,0.942042244679946
0,27,3,1681,80391.77191051,0.471796009884458
0,28,-1,1681,357554.5387244,0.222250904502645
0,28,0,1681,168515.722715,0.789879196623907
0,28,1,1681,90846.6467982999,0.0757892472368962
0,28,2,1681,20373.6874931,0.946681396960555
0,28,3,1681,77818.481718,0.444046920583797
0,29,-1,1681,429967.61610014,0.261332501578835
0,29,0,1681,149498.5886131,0.722660587287586
0,29,1,1681,170640.96376576,0.135603968037621
0,29,2,1681,20631.32813828,0.937520449321035
0,29,3,1681,89196.735583,0.564417104124809
0,30,-1,1681,321279.0665977,0.202057589407251
0,30,0,1681,142481.73898,0.701295531110789
0,30,1,1681,82631.212941,0.0685959440575942
0,30,2,1681,17655.6148677,0.943119299859667
0,30,3,1681,78510.499809,0.480070590124444
0,31,-1,1681,433360.682459,0.258319758793602
0,31,0,1681,160648.26516,0.822071592051328
0,31,1,1681,168778.0758729,0.12906852240494
0,31,2,1681,25021.1929221,0.949247295344584
0,31,3,1681,78913.148504,0.532574428140165
0,32,-1,1681,369066.17771119,0.225276128869302
0,32,0,1681,147814.9541731,0.699933300325678
0,32,1,1681,116351.4647506,0.0929509586615103
0,32,2,1681,18929.44040299,0.936939874943785
0,32,3,1681,85970.3183845,0.554130122603655
0,33,-1,1681,475551.71023115,0.289285830701675
0,33,0,1681,172885.0157716,0.745193982491033
0,33,1,1681,202974.91842016,0.16406524274321
0,33,2,1681,14771.29749709,0.944835268438438
0,33,3,1681,84920.4785423,0.53379469619198
0,34,-1,1681,461422.61375879,0.26100921214017
0,34,0,1681,142761.9859914,0.692233466227606
0,34,1,1681,221303.3419281,0.160550170296875
0,34,2,1681,19140.22950949,0.932533406097838
0,34,3,1681,78217.0563298,0.48081692240385
0,35,-1,1681,366760.56445347,0.22678360320953
0,35,0,1681,130967.9260467,0.618312115493959
0,35,1,1681,142653.262899931,0.114753243369488
0,35,2,1681,11763.742388479,0.925574442180402
0,35,3,1681,81375.63311836,0.54405827792176
0,36,-1,1681,407248.8414226,0.248033121410655
0,36,0,1681,151541.838651,0.689410965532954
0,36,1,1681,161524.4800183,0.128317871756129
0,36,2,1681,13345.8714313,0.925426417683928
0,36,3,1681,80836.651322,0.542912826496275
0,37,-1,1681,372326.90788838,0.223660311183538
0,37,0,1681,151555.182069,0.72039575601445
0,37,1,1681,115342.1853329,0.0901114696650484
0,37,2,1681,19680.21702148,0.94149636804463
0,37,3,1681,85749.323465,0.558908381366266
0,38,-1,1681,451603.7656112,0.271842225494648
0,38,0,1681,153057.335114,0.745931105680613
0,38,1,1681,200262.6060653,0.157318129944291
0,38,2,1681,17140.6369479,0.938569119887488
0,38,3,1681,81143.187484,0.492251629966059
0,39,-1,1681,465802.7940872,0.267960021066955
0,39,0,1681,141981.3466979,0.656671543607912
0,39,1,1681,226826.993958,0.170698111231117
0,39,2,1681,21462.9579013,0.930219041651037
0,39,3,1681,75531.49553,0.443720346608931
0,40,-1,1681,394302.51220839,0.24835536241129
0,40,0,1681,154152.270301,0.695457501822521
0,40,1,1681,128760.53581195,0.108613664000069
0,40,2,1681,22104.43271154,0.945372236518573
0,40,3,1681,89285.2733839,0.568240916608455
0,41,-1,1681,455092.643717884,0.274032428989112
0,41,0,1681,143191.04409488,0.674787739686177
0,41,1,1681,194438.9017521,0.154555027098643
0,41,2,1681,26504.415867704,0.935291467406165
0,41,3,1681,90958.2820032,0.561022011163268
0,42,-1,1681,417250.8116296,0.24929293813887
0,42,0,1681,165602.8093635,0.768329732220753
0,42,1,1681,151750.2524795,0.118165686873661
0,42,2,1681,18810.1799126,0.949899900778577
0,42,3,1681,81087.569874,0.52591871309504
0,43,-1,1681,407220.3714573,0.251504623839798
0,43,0,1681,150673.851568,0.695726963952568
0,43,1,1681,149594.35070593,0.122744822775493
0,43,2,1681,19831.81008837,0.946681044357387
0,43,3,1681,87120.359095,0.534891208783025
0,44,-1,1681,454497.790781181,0.28371560059165
0,44,0,1681,137015.9406811,0.691072170914876
0,44,1,1681,223056.96982,0.180413963891347
0,44,2,1681,16277.6322446812,0.933210496521981
0,44,3,1681,78147.2480354,0.521405144737147
0,45,-1,1681,431800.21830877,0.251513755560421
0,45,0,1681,140179.2888397,0.678683000288788
0,45,1,1681,189929.9199988,0.142762869961889
0,45,2,1681,19263.60691847,0.936651290429284
