"SAMPLE_ID","REP_ID","ISLAND_ID","TOTAL_VAC_TIME","TOTAL_INF_AVERTED","EFFECTIVENESS"
0,0,-1,1681,1091591.33993781,0.649215678004841
0,0,0,1681,210028.6147893,0.933748963904596
0,0,1,1681,696812.48266,0.551283667321721
0,0,2,1681,17614.80536441,0.920490884657168
0,0,3,1681,167135.4371241,0.964141222960289
0,1,-1,1681,961623.0148971,0.609902223573695
0,1,0,1681,206906.7719662,0.974934435996624
0,1,1,1681,562907.114189,0.482446771620611
0,1,2,1681,19878.0160727,0.924146098979212
0,1,3,1681,171931.1126692,0.975925558160757
0,2,-1,1681,1066917.24972902,0.643809183559661
0,2,0,1681,207811.3177,0.975244296877463
0,2,1,1681,680473.9217638,0.540489064269837
0,2,2,1681,17341.79343015,0.95848277753898
0,2,3,1681,161290.21683507,0.965701008479148
0,3,-1,1681,959066.42732194,0.595494126465081
0,3,0,1681,215050.933622,0.962256706247512
0,3,1,1681,566997.3018387,0.470002556136981
0,3,2,1681,17934.57451494,0.946477384867438
0,3,3,1681,159083.6173463,0.983616467486303
0,4,-1,1681,1117599.80996104,0.648066042264147
0,4,0,1681,205512.90715381,0.918817725576389
0,4,1,1681,731520.3930959,0.555678787500431
0,4,2,1681,19574.158332803,0.904449367546832
0,4,3,1681,160992.35137853,0.989154683902693
0,5,-1,1681,1030518.45141733,0.63189126064967
0,5,0,1681,207577.956224,0.949418585271789
0,5,1,1681,641909.6047928,0.523021514719947
0,5,2,1681,16532.34940463,0.941788986681077
0,5,3,1681,164498.5409959,0.982981569786012
0,6,-1,1681,1039276.77316384,0.640193943074713
0,6,0,1681,208059.5746888,0.972615160089903
0,6,1,1681,656570.83068514,0.532500825804386
0,6,2,1681,16720.662283694,0.95914690954077
0,6,3,1681,157925.70550621,0.993040207364167
0,7,-1,1681,972520.336667663,0.622654558935333
0,7,0,1681,220946.46916338,0.978892117711897
0,7,1,1681,585146.8568689,0.50215208734708
0,7,2,1681,17473.920354293,0.948038721377235
0,7,3,1681,148953.09028109,0.976912512241806
0,8,-1,1681,1086066.82623934,0.623063814225106
0,8,0,1681,206873.2622975,0.920642828076588
0,8,1,1681,703160.27005741,0.525336816106252
0,8,2,1681,14628.447665685,0.942055122041606
0,8,3,1681,161404.84621874,0.981905257224369
0,9,-1,1681,1116643.28024903,0.662964656717229
0,9,0,1681,199882.6744203,0.96637053264654
0,9,1,1681,740136.4387,0.570494677599716
0,9,2,1681,15737.293627751,0.96013343316316
0,9,3,1681,160886.87350098,0.982637539536966
0,10,-1,1681,1025339.55540516,0.602627022942517
0,10,0,1681,205701.01500441,0.950210610321984
0,10,1,1681,643163.19827189,0.493467895666219
0,10,2,1681,19449.93332467,0.863640625225471
0,10,3,1681,157025.40880419,0.986986866167689
0,11,-1,1681,1056072.1425871,0.644738622317728
0,11,0,1681,189152.76129576,0.993107878362363
0,11,1,1681,684108.9103055,0.54217098104129
0,11,2,1681,19604.357243569,0.960098940867622
0,11,3,1681,163206.11374227,0.987303915099387
0,12,-1,1681,993355.830945455,0.61964399566894
0,12,0,1681,188341.3642175,0.99888374525089
0,12,1,1681,619818.420480731,0.505002170983061
0,12,2,1681,21517.197654574,0.965371346217156
0,12,3,1681,163678.84859265,0.992543290179878
0,13,-1,1681,904984.147827405,0.590062844342489
0,13,0,1681,201028.66365613,0.967917753205486
0,13,1,1681,526529.2496213,0.459763012922243
0,13,2,1681,20000.62696548,0.923810693394357
0,13,3,1681,157425.607584495,0.989182122272109
0,14,-1,1681,959668.76811454,0.622266655718092
0,14,0,1681,193415.6730208,0.989886352894159
0,14,1,1681,586798.83848,0.504620531283356
0,14,2,1681,23673.05338384,0.92315939295437
0,14,3,1681,155781.2032299,0.983916478914634
0,15,-1,1681,971502.13031169,0.612111390002199
0,15,0,1681,194703.31601097,0.991590367087072
0,15,1,1681,590742.7522635,0.494714446507887
0,15,2,1681,21362.62663732,0.713199289630009
0,15,3,1681,164693.4353999,0.987865051079038
0,16,-1,1681,1072744.72709629,0.618625594266288
0,16,0,1681,218891.386096,0.958048014492356
0,16,1,1681,670332.9895157,0.509757560424042
0,16,2,1681,23509.06630604,0.856846570991993
0,16,3,1681,160011.28517855,0.980696715517037
0,17,-1,1681,963031.623899914,0.60551543711395
0,17,0,1681,210121.96146958,0.975904404704017
0,17,1,1681,583206.7623264,0.485268228950311
0,17,2,1681,15832.692136584,0.959924325509787
0,17,3,1681,153870.20796735,0.981279768251138
0,18,-1,1681,1045476.54083736,0.622354546942877
0,18,0,1681,208208.05535867,0.972154624981956
0,18,1,1681,658573.00072343,0.512862585319101
0,18,2,1681,19383.46547799,0.918543261196666
0,18,3,1681,159312.01927727,0.992680151081387
0,19,-1,1681,1003369.87871044,0.645328318888407
0,19,0,1681,196751.6490869,0.983587229122972
0,19,1,1681,630689.88557374,0.538298432967357
0,19,2,1681,22649.54074065,0.827293568743244
0,19,3,1681,153278.80330915,0.983994506640549
0,20,-1,1681,1065881.00566657,0.644852691650075
0,20,0,1681,202116.1036658,0.929042982041476
0,20,1,1681,676642.4163855,0.54586530782544
0,20,2,1681,23089.01213157,0.851205059005523
0,20,3,1681,164033.4734837,0.972623874002249
0,21,-1,1681,1068044.36177219,0.660617702103363
0,21,0,1681,195595.251629,0.894104270580622
0,21,1,1681,692345.7991,0.570074913889059
0,21,2,1681,16032.84579579,0.928274799530838
0,21,3,1681,164070.4652474,0.98706222548722
0,22,-1,1681,1046395.96638087,0.638676986331639
